name,productUrl,image,price,priceShow,ratingScore,location
"Micromax Bolt Ultra 2 (1GB RAM, 16GB Storage)",//www.daraz.com.np/products/micromax-bolt-ultra-2-1gb-ram-16gb-storage-i104052988-s1024854988.html?search=1,https://static-01.daraz.com.np/p/e55374c8f12bff12faa3f8b12ceee3d6.jpg,6990.00,"Rs. 6,990",0,Nepal
Diamond D632 Dual Sim Phone,//www.daraz.com.np/products/diamond-d632-dual-sim-phone-i103322984-s1024063165.html?search=1,https://static-01.daraz.com.np/p/8db0ca996f6e9516eb547926fae7cc29.jpg,1799.00,"Rs. 1,799",0,Nepal
"Vitu V2 Smartphone (2 GB RAM, 16 GB ROM) 5.5 Screen",//www.daraz.com.np/products/vitu-v2-smartphone-2-gb-ram-16-gb-rom-55-screen-i100934984-s1021470891.html?search=1,https://static-01.daraz.com.np/p/07a94895021d9ae17bcac5340fca767d.jpg,6000.00,"Rs. 6,000",1,Nepal
DTC CANDY PRO B32 [18 Days Stand-By*],//www.daraz.com.np/products/dtc-candy-pro-b32-18-days-stand-by-i103990981-s1024770316.html?search=1,https://static-01.daraz.com.np/p/3a179d4507fd4834a317e9170b29b06d.jpg,1490.00,"Rs. 1,490",0,Nepal
"Pearl Tech Premiere2 Feature Phone With Dual Sim,Camera, Torch, Wireless FM And Multimedia",//www.daraz.com.np/products/pearl-tech-premiere2-feature-phone-with-dual-simcamera-torch-wireless-fm-and-multimedia-i103572981-s1024310005.html?search=1,https://static-01.daraz.com.np/p/a4211ea01ed19fb03ae9d1cdc74b840d.jpg,1490.00,"Rs. 1,490",0,Nepal
Black/White Starlight M09 Keypad Mobile Phone,//www.daraz.com.np/products/blackwhite-starlight-m09-keypad-mobile-phone-i103722347-s1024432004.html?search=1,https://static-01.daraz.com.np/p/fe3ce00b150316b8a25f62c6d8d01e6e.jpg,1250.00,"Rs. 1,250",0,Nepal
Nokia N3310,//www.daraz.com.np/products/nokia-n3310-i103638347-s1024346847.html?search=1,https://static-01.daraz.com.np/p/9e1f82698f95db069eb484b219b6051b.jpg,6200.00,"Rs. 6,200",0,Nepal
Black/Orange WF2 Kivi Keypad Mobile Phone,//www.daraz.com.np/products/blackorange-wf2-kivi-keypad-mobile-phone-i103722346-s1024432003.html?search=1,https://static-01.daraz.com.np/p/3b3115632d7eaf4abb23d4c1a8e0312a.jpg,1000.00,"Rs. 1,000",0,Nepal
Black/Grey DTC B32 Candy Pro Keypad,//www.daraz.com.np/products/blackgrey-dtc-b32-candy-pro-keypad-i103722345-s1024432002.html?search=1,https://static-01.daraz.com.np/p/452bca719c7a5ed0eb7c41b4f499e942.jpg,2200.00,"Rs. 2,200",0,Nepal
"PearlTech UNIQUE 1 Smartphone 6.26 Inch HD+ Display, Face ID, 2GB Ram 16GB Rom With 1 Year Warrenty.",//www.daraz.com.np/products/pearltech-unique-1-smartphone-626-inch-hd-display-face-id-2gb-ram-16gb-rom-with-1-year-warrenty-i103574345-s1024304306.html?search=1,https://static-01.daraz.com.np/p/a4b3c6b609053cf1c0929f375b4c3a01.jpg,7640.00,"Rs. 7,640",0,Nepal
Nokia 105 Dual Sim (2019) 4Th Edition,//www.daraz.com.np/products/nokia-105-dual-sim-2019-4th-edition-i103253345-s1024006166.html?search=1,https://static-01.daraz.com.np/p/08739692f79c5b3506bacd7b3ec46948.jpg,2050.00,"Rs. 2,050",4.5,Nepal
Diamond Brilliant Plus Face Id Set-up 4 Gb Android Phone,//www.daraz.com.np/products/diamond-brilliant-plus-face-id-set-up-4-gb-android-phone-i102963657-s1023696952.html?search=1,https://static-01.daraz.com.np/p/c92d825b41d7238a6902e98ed55e7ce9.jpg,7000.00,"Rs. 7,000",0,Nepal
"KECHAODA K10 (32 MB RAM, 32 MB ROM) 0.66  Screen Feature Phone",//www.daraz.com.np/products/kechaoda-k10-32-mb-ram-32-mb-rom-066-screen-feature-phone-i103644656-s1024360139.html?search=1,https://static-01.daraz.com.np/p/23241539fe16a4426dc039a8e558e9fa.jpg,3000.00,"Rs. 3,000",0,Nepal
Tecno WX 4  Ram 1 And Rom 16,//www.daraz.com.np/products/tecno-wx-4-ram-1-and-rom-16-i101368656-s1022154574.html?search=1,https://static-01.daraz.com.np/p/5cf8a5fa3623cd9ca588a04bad6e0115.jpg,14000.00,"Rs. 14,000",0,Nepal
Mobile Phone World's Smallest Set,//www.daraz.com.np/products/mobile-phone-worlds-smallest-set-i103376655-s1024100461.html?search=1,https://static-01.daraz.com.np/p/036cae43d4099963f2396fe08d3880b2.jpg,3000.00,"Rs. 3,000",0,Nepal
"Vivo Y11 3GB RAM 32GB ROM 13+2mp Back, 8mp Front Camera, 6.35inch  5000mAh Battery + Free Earphone",//www.daraz.com.np/products/vivo-y11-3gb-ram-32gb-rom-132mp-back-8mp-front-camera-635inch-5000mah-battery-free-earphone-i103054654-s1023829530.html?search=1,https://static-01.daraz.com.np/p/19ce76f19d3b687666b03cdafce5e590.jpg,18900.00,"Rs. 18,900",0,Nepal
lava Arc 109 with Battery Backup Bar Phone + Camera,//www.daraz.com.np/products/lava-arc-109-with-battery-backup-bar-phone-camera-i102951787-s1023689594.html?search=1,https://static-01.daraz.com.np/p/5c91ba2605913de391f170fcfe27f28c.jpg,1550.00,"Rs. 1,550",5,Nepal
KECHAODA k115 32 MB,//www.daraz.com.np/products/kechaoda-k115-32-mb-i103640759-s1024362117.html?search=1,https://static-01.daraz.com.np/p/b2b0f4ccceb7f609c61d84a5ee0e05ab.jpg,2500.00,"Rs. 2,500",0,Nepal
Nokia 105 Single Sim (4th Edition - 2019) Feature Phone (4MB RAM),//www.daraz.com.np/products/nokia-105-single-sim-4th-edition-2019-feature-phone-4mb-ram-i104104758-s1024934799.html?search=1,https://static-01.daraz.com.np/p/1dd98169b465610c134da70967e6f618.png,1799.00,"Rs. 1,799",0,Nepal
"Pearl Tech Premiere3 Feature Phone With Dual Sim,Camera, Torch, Wireless FM And Multimedia",//www.daraz.com.np/products/pearl-tech-premiere3-feature-phone-with-dual-simcamera-torch-wireless-fm-and-multimedia-i102958755-s1023702142.html?search=1,https://static-01.daraz.com.np/p/41aadfb5475058fca705d779affa83cc.jpg,1200.00,"Rs. 1,200",0,Nepal
Diamond D 20  2 RAM  And  16 ROM,//www.daraz.com.np/products/diamond-d-20-2-ram-and-16-rom-i101358753-s1022150653.html?search=1,https://static-01.daraz.com.np/p/0288c9d3974735206320cdce38e27982.jpg,9000.00,"Rs. 9,000",0,Nepal
QMobile Super Star Music 2.4 inch LCD screen with a smart camera.,//www.daraz.com.np/products/qmobile-super-star-music-24-inch-lcd-screen-with-a-smart-camera-i103644698-s1024356241.html?search=1,https://static-01.daraz.com.np/p/1a40b728d41d306df4b90578b783a293.jpg,2600.00,"Rs. 2,600",0,Nepal
Vivo S1 (6+128GB),//www.daraz.com.np/products/vivo-s1-6128gb-i103300698-s1024040532.html?search=1,https://static-01.daraz.com.np/p/84998c4dea47e8fa5f85f0056570192b.jpg,33590.00,"Rs. 33,590",0,Nepal
"Nokia 2.2 (3GB RAM, 32GB ROM) Smartphone",//www.daraz.com.np/products/nokia-22-3gb-ram-32gb-rom-smartphone-i104046695-s1024854326.html?search=1,https://static-01.daraz.com.np/p/fe36df06715607c08f3e4d0d007cd296.jpg,14500.00,"Rs. 14,500",0,Nepal
Honor 10 Lite 3 RAM And ROM 64,//www.daraz.com.np/products/honor-10-lite-3-ram-and-rom-64-i101308690-s1022036729.html?search=1,https://static-01.daraz.com.np/p/5b76dc81226be820a732e37400d89b0d.jpg,20900.00,"Rs. 20,900",0,Nepal
Samsung Galaxy A51 -6GB RAM // 128GB ROM // 48MP Quad Camera,//www.daraz.com.np/products/samsung-galaxy-a51-6gb-ram-128gb-rom-48mp-quad-camera-i104066037-s1024864076.html?search=1,https://static-01.daraz.com.np/p/5f84ae04f94698f99391cba1858e9c2b.jpg,39999.00,"Rs. 39,999",0,Nepal
"Nokia 1 - (1GB RAM, 8 GB ROM) Smartphone",//www.daraz.com.np/products/nokia-1-1gb-ram-8-gb-rom-smartphone-i103224037-s1023972028.html?search=1,https://static-01.daraz.com.np/p/99a4d545ced93eeee0f8fde47241fce2.jpg,5800.00,"Rs. 5,800",5,Nepal
Micromax X791,//www.daraz.com.np/products/micromax-x791-i104024035-s1024798233.html?search=1,https://static-01.daraz.com.np/p/2a9ce2c0e5745232e3f8e47cf7d1d69d.jpg,2142.00,"Rs. 2,142",0,Nepal
Micromax X730,//www.daraz.com.np/products/micromax-x730-i104022033-s1024800325.html?search=1,https://static-01.daraz.com.np/p/30ac421894997cc9d1a76221ff2022a8.jpg,1299.00,"Rs. 1,299",0,Nepal
Micromax X512,//www.daraz.com.np/products/micromax-x512-i104022030-s1024794274.html?search=1,https://static-01.daraz.com.np/p/bb7cd12feead358736f860852defbde4.jpg,1099.00,"Rs. 1,099",0,Nepal
"Nokia 2.1 - (1 GB RAM, 8 GB ROM) Smartphone",//www.daraz.com.np/products/nokia-21-1-gb-ram-8-gb-rom-smartphone-i103266028-s1024003861.html?search=1,https://static-01.daraz.com.np/p/cabcedfbe05392995a572ce266b543f7.jpg,11000.00,"Rs. 11,000",0,Nepal
Nokia 110 Bar Phone Dual Sim Black,//www.daraz.com.np/products/nokia-110-bar-phone-dual-sim-black-i103562025-s1024282017.html?search=1,https://static-01.daraz.com.np/p/32b7b11ba7aa1e91a9644614ddc62d1e.jpg,2490.00,"Rs. 2,490",0,Nepal
"iVOOMi IV203 Feature Phone With Dual Sim,Camera,Torch, Wireless FM ,Multimedia Upto 8GB Memory Support",//www.daraz.com.np/products/ivoomi-iv203-feature-phone-with-dual-simcameratorch-wireless-fm-multimedia-upto-8gb-memory-support-i103558025-s1024276825.html?search=1,https://static-01.daraz.com.np/p/e4e54d79ff79263cc11ea3215a070895.jpg,1699.00,"Rs. 1,699",0,Nepal
Samsung Galaxy S8 Plus 4GB RAM 64GB ROM,//www.daraz.com.np/products/samsung-galaxy-s8-plus-4gb-ram-64gb-rom-i100842025-s1021378025.html?search=1,https://static-01.daraz.com.np/p/d6b7519ce9a9584208b29ae48ff875db.jpg,86500.00,"Rs. 86,500",0,Nepal
Kechaoda  mobile,//www.daraz.com.np/products/kechaoda-mobile-i103672023-s1024388013.html?search=1,https://static-01.daraz.com.np/p/caba2e8e199add786ff97beb715f55ae.jpg,3000.00,"Rs. 3,000",0,Nepal
KECHAODA k115 32 MB CARD MOBILE,//www.daraz.com.np/products/kechaodo-k115-32-mb-card-mobile-i103684021-s1024390729.html?search=1,https://static-01.daraz.com.np/p/5e0e183e8096eccdecefa7aa70f7c903.jpg,2500.00,"Rs. 2,500",0,Nepal
"VITU CRO 2 4G Smartphone With, 6.26 Inch Display,Water Drop Screen,Finger Print Face ID, 2GB Ram 16GB Rom",//www.daraz.com.np/products/vitu-cro-2-4g-smartphone-with-626-inch-displaywater-drop-screenfinger-print-face-id-2gb-ram-16gb-rom-i103562020-s1024280103.html?search=1,https://static-01.daraz.com.np/p/3b76f2c147764ae992cfa5bbd33ffe86.jpg,7650.00,"Rs. 7,650",5,Nepal
Jivi X111 Bar Phone,//www.daraz.com.np/products/jivi-x111-bar-phone-i101356106-s1022102081.html?search=1,https://static-01.daraz.com.np/p/95a2e116493a2dda2442831d5767c1a3.jpg,1500.00,"Rs. 1,500",0,Nepal
"Nokia 2.2 (2GB RAM, 16GB ROM)  Smartphone",//www.daraz.com.np/products/nokia-22-2gb-ram-16gb-rom-smartphone-i104034105-s1024810600.html?search=1,https://static-01.daraz.com.np/p/8f5f0741da1c1e6f031c5f42fbaea68c.jpg,10999.00,"Rs. 10,999",4.5,Nepal
Colors CL110 Music,//www.daraz.com.np/products/colors-cl110-music-i100356105-s1020634394.html?search=1,https://static-01.daraz.com.np/p/ee01bfaa721629f6e3e1f883fa045e13.jpg,1500.00,"Rs. 1,500",4.33333,Bagmati
Jivi JFP N6600 Bar Phone,//www.daraz.com.np/products/jivi-jfp-n6600-bar-phone-i101356104-s1022102079.html?search=1,https://static-01.daraz.com.np/p/f3311bdcff1e08ccbbe9e615e004b261.jpg,1600.00,"Rs. 1,600",0,Nepal
Jivi Energy E12 Mobile Phone,//www.daraz.com.np/products/jivi-energy-e12-mobile-phone-i101352102-s1022098079.html?search=1,https://static-01.daraz.com.np/p/ae8057797a9bf622cbaab01b7f7ca181.jpg,5200.00,"Rs. 5,200",0,Nepal
Samsung Galaxy M11 3GB RAM 32GB Memory,//www.daraz.com.np/products/samsung-galaxy-m11-3gb-ram-32gb-memory-i104060101-s1024862122.html?search=1,https://static-01.daraz.com.np/p/518a1d25e9d8b7bf2034501073408efa.jpg,18999.00,"Rs. 18,999",0,Nepal
Samsung M11,//www.daraz.com.np/products/samsung-m11-i104016100-s1024790125.html?search=1,https://static-01.daraz.com.np/p/bdbdae0375cc71abf5d920886760dd5f.jpg,18999.00,"Rs. 18,999",0,Nepal
ONYX Mini SIM Feature Phone (6850MAH) Power Bank Function,//www.daraz.com.np/products/onyx-mini-sim-feature-phone-6850mah-power-bank-function-i100103328-s1021064645.html?search=1,https://static-01.daraz.com.np/p/37e92e96bbd651f02a8570de179bda32.jpg,3000.00,"Rs. 3,000",3,Bagmati
Bluetooth Mobile Phone Kechaoda K10,//www.daraz.com.np/products/bluetooth-mobile-phone-kechaoda-k10-i100025327-s1019405319.html?search=1,https://static-01.daraz.com.np/p/d4c36358848cd740e404cadb454d4124.jpg,2000.00,"Rs. 2,000",3.66667,Bagmati
"Vivo Y11 3GB RAM 32GB ROM 13+2mp Back, 8mp Front Camera, 6.35inch 5000mAh Battery",//www.daraz.com.np/products/vivo-y11-3gb-ram-32gb-rom-132mp-back-8mp-front-camera-635inch-5000mah-battery-i104044323-s1024842373.html?search=1,https://static-01.daraz.com.np/p/1172f7389328879e953faf3c272e2e9c.jpg,19490.00,"Rs. 19,490",0,Nepal
Alcatel 2053D Dual Sim Feature Phone - White,//www.daraz.com.np/products/alcatel-2053d-dual-sim-feature-phone-white-i101022323-s1021568098.html?search=1,https://static-01.daraz.com.np/p/a06faf177ddc88c72efe5350bdb8f24a.jpg,3590.00,"Rs. 3,590",4.4,Nepal
Nokia 105 Single Sim (2019) 4Th Edition,//www.daraz.com.np/products/nokia-105-single-sim-2019-4th-edition-i103255321-s1024005246.html?search=1,https://static-01.daraz.com.np/p/b2279ae9d39d5bbcb79c3e8d1b7689e8.jpg,1950.00,"Rs. 1,950",0,Nepal
Kechaoda K116 Ultra Slimmest ATM Size Phone,//www.daraz.com.np/products/kechaoda-k116-ultra-slimmest-atm-size-phone-i17320-s52705.html?search=1,https://static-01.daraz.com.np/original/b710595f025429eabb35a2cf1ca681bc.jpg,2499.00,"Rs. 2,499",4.6,Bagmati
One Plus 7(8GB Ram/256GB Rom) Optic AMOLED 6.41 inch Display With Snapdragon 855 Qualcomm,//www.daraz.com.np/products/one-plus-78gb-ram256gb-rom-optic-amoled-641-inch-display-with-snapdragon-855-qualcomm-i101266866-s1022014127.html?search=1,https://static-01.daraz.com.np/p/d53a3cd7bef9280415b3d9688f515cce.jpg,80000.00,"Rs. 80,000",0,Nepal
Nokia 216 Feature Phone,//www.daraz.com.np/products/nokia-216-feature-phone-i103498862-s1024240736.html?search=1,https://static-01.daraz.com.np/p/442d5584772bcf5a959a61b861198339.jpg,3600.00,"Rs. 3,600",0,Nepal
gava mobile phone,//www.daraz.com.np/products/gava-mobile-phone-i103662716-s1024378509.html?search=1,https://static-01.daraz.com.np/p/660b1761521f631aa7c1b0b02305c80a.jpg,2800.00,"Rs. 2,800",0,Nepal
Huawei Y6s 6.09inch 3GB Ram 64GB Rom 13mp Rear 8mp Front Camera,//www.daraz.com.np/products/huawei-y6s-609inch-3gb-ram-64gb-rom-13mp-rear-8mp-front-camera-i104090712-s1024918295.html?search=1,https://static-01.daraz.com.np/p/aedaa0ed76481b65aa34ea62fbc07094.jpg,16900.00,"Rs. 16,900",0,Nepal
Vivo V15 Pro (6+128GB),//www.daraz.com.np/products/vivo-v15-pro-6128gb-i103302712-s1024044490.html?search=1,https://static-01.daraz.com.np/p/dc31ccefec34de109844534f59e6d99b.jpg,42800.00,"Rs. 42,800",0,Nepal
Itel it2171 KeyPhone,//www.daraz.com.np/products/itel-it2171-keyphone-i103145712-s1023902151.html?search=1,https://static-01.daraz.com.np/p/c7129c4e5333a869d2de3cde246f19d6.jpg,1299.00,"Rs. 1,299",0,Nepal
Samsung Galaxy A21S,//www.daraz.com.np/products/samsung-galaxy-a21s-i104070711-s1024874263.html?search=1,https://static-01.daraz.com.np/p/5c15c4fc79cd9e3e7f6439ee20f79cd1.jpg,24999.00,"Rs. 24,999",0,Nepal
Gfive Z9 Big Batter Long Standby Cell Phone Mobile Phone Feature Phone Basic Phone 2.4 Dual Chip Ce FCC Bis Certificated,//www.daraz.com.np/products/gfive-z9-big-batter-long-standby-cell-phone-mobile-phone-feature-phone-basic-phone-24-dual-chip-ce-fcc-bis-certificated-i103322979-s1024060233.html?search=1,https://static-01.daraz.com.np/p/542f97d9616d360fb794a1d9eea28756.jpg,2399.00,"Rs. 2,399",0,Nepal
VITU MARS 30 Smartphone With AI Camera And 32 GB Internal Storage,//www.daraz.com.np/products/vitu-mars-30-smartphone-with-ai-camera-and-32-gb-internal-storage-i103544978-s1024346597.html?search=1,https://static-01.daraz.com.np/p/cf2952b2b50277837c27727664bce945.jpg,6750.00,"Rs. 6,750",0,Nepal
Alcatel 2003D Dual Sim Feature Mobile Phone - Metallic Blue,//www.daraz.com.np/products/alcatel-2003d-dual-sim-feature-mobile-phone-metallic-blue-i101030206-s1021568092.html?search=1,https://static-01.daraz.com.np/p/33c3fef37c0abe787bd34178e605b587.jpg,2475.00,"Rs. 2,475",0,Nepal
"Vivo Y12 [Ram-3Gb Rom-64Gb, Main Camera (13Mp+8Mp+2Mp)+ Selfie(8Mp)]",//www.daraz.com.np/products/vivo-y12-ram-3gb-rom-64gb-main-camera-13mp8mp2mp-selfie8mp-i101440205-s1022224710.html?search=1,https://static-01.daraz.com.np/p/67887c19525796254c2c085c0d72ef99.jpg,20990.00,"Rs. 20,990",0,Nepal
Tamboo S2430,//www.daraz.com.np/products/tamboo-s2430-i103646204-s1024338762.html?search=1,https://static-01.daraz.com.np/p/c89696ce50902a4d12d4d5520b7c3e64.jpg,2300.00,"Rs. 2,300",0,Nepal
Otto Fx003 Keypad Mobile,//www.daraz.com.np/products/otto-fx003-keypad-mobile-i103342201-s1024072461.html?search=1,https://static-01.daraz.com.np/p/157e36c0f3bf48f6f482678e9d25e393.jpg,1999.00,"Rs. 1,999",0,Nepal
"Oppo A1K [Ram-2Gb, Rom-32Gb, Camera: 8Mp(Main) & 5Mp(Selfie)]",//www.daraz.com.np/products/oppo-a1k-ram-2gb-rom-32gb-camera-8mpmain-5mpselfie-i101138200-s1021830877.html?search=1,https://static-01.daraz.com.np/p/bfecf88fe4f14360c42854f13475527c.jpg,15490.00,"Rs. 15,490",5,Nepal
"Nokia 210 DS (Dual Sim, 1020Mah Battery, 2.4inch Screen, with internet option)",//www.daraz.com.np/products/nokia-210-ds-dual-sim-1020mah-battery-24inch-screen-with-internet-option-i103195499-s1023931832.html?search=1,https://static-01.daraz.com.np/p/b23a6e4be04de14cb61764a1836e24b0.jpg,4199.00,"Rs. 4,199",0,Nepal
Nokia 105 Dual Sim (2019) 4Th Edition,//www.daraz.com.np/products/nokia-105-dual-sim-2019-4th-edition-i104052492-s1024846071.html?search=1,https://static-01.daraz.com.np/p/fb6a501828b17d2490c91f26cbd42d4a.jpg,2250.00,"Rs. 2,250",0,Nepal
Vivo Y91C 2020 (2GB RAM // 32GB ROM),//www.daraz.com.np/products/vivo-y91c-2020-2gb-ram-32gb-rom-i103264492-s1024009426.html?search=1,https://static-01.daraz.com.np/p/d1c036d5fbf24a0a2d8a6df11954c7bf.jpg,15590.00,"Rs. 15,590",4,Nepal
Vinko C8 Smartphone With Face Unlock 1.3 GHz Quad-Core 1GB Ram And 8 GB Rom,//www.daraz.com.np/products/vinko-c8-smartphone-with-face-unlock-13-ghz-quad-core-1gb-ram-and-8-gb-rom-i103051492-s1023827941.html?search=1,https://static-01.daraz.com.np/p/a7199af7fb7c407d77f177c05e443cdc.jpg,5590.00,"Rs. 5,590",0,Nepal
Colors CL201 Power (2500mah Battery) Keypad Phone with Vibrator & FM Radio,//www.daraz.com.np/products/colors-cl201-power-2500mah-battery-keypad-phone-with-vibrator-fm-radio-i104016491-s1024798967.html?search=1,https://static-01.daraz.com.np/p/27791948f4c5c13a20a31c6756272dab.jpg,1900.00,"Rs. 1,900",0,Nepal
Vinko C7 Smartphone With Face Unlock 1.3 GHz Quad-Core 1GB Ram And 8 GB Rom,//www.daraz.com.np/products/vinko-c7-smartphone-with-face-unlock-13-ghz-quad-core-1gb-ram-and-8-gb-rom-i103051491-s1023830301.html?search=1,https://static-01.daraz.com.np/p/bbe3b29b2c6bd981d9bdb19076adc3fc.jpg,5590.00,"Rs. 5,590",0,Nepal
Honor Play RAM 4 And ROM 64,//www.daraz.com.np/products/honor-play-ram-4-and-rom-64-i101388851-s1022196061.html?search=1,https://static-01.daraz.com.np/p/87ef11a420e5437d032061e59226d4c1.jpg,35800.00,"Rs. 35,800",0,Nepal
"ZTE Blade S6 [2 GB RAM, 16 GB ROM] 5.0 - Silver""",//www.daraz.com.np/products/zte-blade-s6-2-gb-ram-16-gb-rom-50-silver-i11269-s32123.html?search=1,https://static-01.daraz.com.np/p/c543234bd5adb8b349959ceef2ecd45b.jpg,13499.00,"Rs. 13,499",0,Nepal
MAXXAGE RD 01 310 Black Green Dual SIM Mobile with 1050 MAH Battery,//www.daraz.com.np/products/maxxage-rd-01-310-black-green-dual-sim-mobile-with-1050-mah-battery-i104030269-s1024806951.html?search=1,https://static-01.daraz.com.np/p/088ded98130e9f6de385fd2ea18bba57.jpg,1300.00,"Rs. 1,300",0,Nepal
"ZTE Blade D2 [1 GB RAM, 8 GB ROM] - White",//www.daraz.com.np/products/zte-blade-d2-1-gb-ram-8-gb-rom-white-i11268-s32120.html?search=1,https://static-01.daraz.com.np/p/f820732749d0cd4c37b9c2bceecc3811.jpg,10499.00,"Rs. 10,499",0,Nepal
Itel 2161 keypad mobile,//www.daraz.com.np/products/itel-2161-keypad-mobile-i101392260-s1022174773.html?search=1,https://static-01.daraz.com.np/p/937da27e6c0b1fa1a86d63aedc8d10ab.jpg,1100.00,"Rs. 1,100",0,Nepal
Kechaoda K33 Card Phone Small Moblie,//www.daraz.com.np/products/kechaoda-k33-card-phone-small-moblie-i103334709-s1024062645.html?search=1,https://static-01.daraz.com.np/p/cc505eed89ee0e1cda169a4715e8b398.jpg,1999.00,"Rs. 1,999",0,Nepal
Samsung Galaxy S20 Plus,//www.daraz.com.np/products/samsung-galaxy-s20-plus-i103650707-s1024380006.html?search=1,https://static-01.daraz.com.np/p/b00f1012bf7ad128943d5cb978ac7525.jpg,126999.00,"Rs. 126,999",0,Nepal
Alcatel 3 (5053K) 64GB ROM + 4GB RAM,//www.daraz.com.np/products/alcatel-3-5053k-64gb-rom-4gb-ram-i101056704-s1021608001.html?search=1,https://static-01.daraz.com.np/p/1eb613d3c14770d8f24f6ae3d825b0d5.jpg,19700.00,"Rs. 19,700",0,Nepal
NOKIA 1 Mobile Android ( 1 GB / 8 GB ),//www.daraz.com.np/products/nokia-1-mobile-android-1-gb-8-gb-i103181702-s1023931417.html?search=1,https://static-01.daraz.com.np/p/16191502ed348fb9a5ae0bc6f84af0a4.jpg,8500.00,"Rs. 8,500",0,Nepal
Rusk S10 Smart Phone for Everyone,//www.daraz.com.np/products/rusk-s10-smart-phone-for-everyone-i103642701-s1024362118.html?search=1,https://static-01.daraz.com.np/p/3822ff98316867bffc49a7f74d664055.jpg,4500.00,"Rs. 4,500",0,Nepal
"VITU HOT 7 4G Smartphone With, 6.0 Inch HD+ Display, Finger Print ,Face ID, 2GB Ram 16GB Rom",//www.daraz.com.np/products/vitu-hot-7-4g-smartphone-with-60-inch-hd-display-finger-print-face-id-2gb-ram-16gb-rom-i103068168-s1023842141.html?search=1,https://static-01.daraz.com.np/p/80bb65fa0b85f476385b89eba7a9a579.jpg,7590.00,"Rs. 7,590",1,Nepal
OPPO A5S 2GB Ram 32GB Memory,//www.daraz.com.np/products/oppo-a5s-2gb-ram-32gb-memory-i101136166-s1021822309.html?search=1,https://static-01.daraz.com.np/p/ca0d77781d6b86aa3708ba402e855b8b.jpg,16790.00,"Rs. 16,790",0,Nepal
Colors P51 (512Mb/8Gb),//www.daraz.com.np/products/colors-p51-512mb8gb-i101658161-s1022408118.html?search=1,https://static-01.daraz.com.np/p/eefc89d7639849e335ed257afa619be7.jpg,5600.00,"Rs. 5,600",0,Nepal
Nokia N216,//www.daraz.com.np/products/nokia-n216-i103644337-s1024344961.html?search=1,https://static-01.daraz.com.np/p/d4482392d9c7a18e99331ea428cd992d.jpg,4700.00,"Rs. 4,700",0,Nepal
Panasonic Eluga A4,//www.daraz.com.np/products/panasonic-eluga-a4-i103243336-s1023985018.html?search=1,https://static-01.daraz.com.np/p/77c3864499d7198357006ac651c96072.jpg,12000.00,"Rs. 12,000",0,Nepal
Samsung M21 [4GB//64GB or 6GB//128GB] -48MP Tripple rear camera,//www.daraz.com.np/products/samsung-m21-4gb64gb-or-6gb128gb-48mp-tripple-rear-camera-i104046332-s1024842438.html?search=1,https://static-01.daraz.com.np/p/1581799349a03f8006473516431958fb.jpg,22999.00,"Rs. 22,999",0,Nepal
"Lava Axe Q9 Phone with 2 Inch Display Dual Sim, Keypad, Built in Music Player",//www.daraz.com.np/products/lava-axe-q9-phone-with-2-inch-display-dual-sim-keypad-built-in-music-player-i103136332-s1023876798.html?search=1,https://static-01.daraz.com.np/p/f4687803be9cda5b98db871cb73a67ff.jpg,999.00,Rs. 999,0,Nepal
"Huawei Y Max [ BIG 7.12 Inch Display, 5000 mAh large battery ]",//www.daraz.com.np/products/huawei-y-max-big-712-inch-display-5000-mah-large-battery-4gb-ram-128-gb-rom-i100580331-s1020988063.html?search=1,https://static-01.daraz.com.np/p/b3ae32cf96620f7ce9030c5ac2e4abd4.jpg,35091.00,"Rs. 35,091",0,Bagmati
"iVOOMi I1S Feature Phone With Blister Packing Vibrator Dual Sim,Camera,Torch, Wireless FM ,Multimedia Upto 64GB Memory Support",//www.daraz.com.np/products/ivoomi-i1s-feature-phone-with-blister-packing-vibrator-dual-simcameratorch-wireless-fm-multimedia-upto-64gb-memory-support-i103574330-s1024304298.html?search=1,https://static-01.daraz.com.np/p/d3ad0af1f555bcef6fda66eacdce4aec.jpg,1450.00,"Rs. 1,450",0,Nepal
Vinko C9 Smartphone With Face Unlock 1.3 GHz Quad-Core 1GB Ram And 8 GB Rom,//www.daraz.com.np/products/vinko-c9-smartphone-with-face-unlock-13-ghz-quad-core-1gb-ram-and-8-gb-rom-i103053439-s1023830302.html?search=1,https://static-01.daraz.com.np/p/37fb8e3ef4111b845de793dcf70520de.jpg,5590.00,"Rs. 5,590",0,Nepal
Micromax HS2,//www.daraz.com.np/products/micromax-hs2-i104004434-s1024796202.html?search=1,https://static-01.daraz.com.np/p/aeb8e3bc70e58df2c85791104bb02486.jpg,18986.00,"Rs. 18,986",0,Nepal
"VITU MARS 9 Smartphone With Ring Stand , Cover And 16 GB Internal Storage",//www.daraz.com.np/products/vitu-mars-9-smartphone-with-ring-stand-cover-and-16-gb-internal-storage-i101398434-s1022186395.html?search=1,https://static-01.daraz.com.np/p/f7283e8507777de02b5a6c567d1a284f.jpg,7290.00,"Rs. 7,290",3,Nepal
